Camera Details,Rating,Warranty,is_5G,Storage_expandable,RAM_in_GB,ROM_in_GB,Display_type,Display_size_in_inch,Rear_camera_in_MP,Front_camera_in_MP,Battery_capacity_in_mAh,Processor_brand,Total_Ratings,Total_Reviews,product_brand
120,4.3,1.0,1,0,12.0,512.0,0,6.67,64.0,16.0,5000.0,0,14549.0,1637.0,11
56,4.3,1.0,1,0,8.0,256.0,0,6.67,50.0,20.0,5000.0,3,8514.0,764.0,11
120,4.3,1.0,1,0,12.0,512.0,0,6.67,64.0,16.0,5000.0,0,14549.0,1637.0,11
120,4.3,1.0,1,0,8.0,256.0,0,6.67,64.0,16.0,5000.0,0,17789.0,1947.0,11
120,4.3,1.0,1,0,8.0,256.0,0,6.67,64.0,16.0,5100.0,3,25739.0,2506.0,11
104,4.2,1.0,1,0,8.0,256.0,6,6.74,50.0,5.0,5000.0,0,18735.0,1040.0,11
56,4.3,1.0,1,0,12.0,256.0,0,6.67,50.0,20.0,5000.0,3,4873.0,481.0,11
104,4.2,1.0,1,0,4.0,128.0,6,6.74,50.0,5.0,5000.0,0,106757.0,5165.0,11
97,4.2,1.0,0,0,6.0,128.0,6,6.74,50.0,8.0,5000.0,1,27471.0,1322.0,11
56,4.3,1.0,1,0,12.0,512.0,0,6.67,50.0,20.0,5000.0,3,4873.0,481.0,11
97,4.2,1.0,0,0,8.0,256.0,6,6.74,50.0,8.0,5000.0,1,12250.0,685.0,11
104,4.2,1.0,1,0,4.0,128.0,6,6.74,50.0,5.0,5000.0,0,106757.0,5165.0,11
56,4.3,1.0,1,0,12.0,512.0,0,6.67,50.0,20.0,5000.0,3,4873.0,481.0,11
6,4.2,1.0,1,0,12.0,256.0,3,6.67,108.0,16.0,5000.0,0,13274.0,974.0,11
99,4.2,1.0,0,0,6.0,128.0,6,6.71,50.0,5.0,5000.0,1,144772.0,8384.0,11
104,4.2,1.0,1,0,4.0,128.0,6,6.74,50.0,5.0,5000.0,0,106757.0,5165.0,11
120,4.3,1.0,1,0,8.0,256.0,0,6.67,64.0,16.0,5100.0,3,25739.0,2506.0,11
129,4.0,1.0,0,0,4.0,64.0,6,6.52,8.0,5.0,5000.0,1,232742.0,12392.0,11
131,4.1,1.0,0,0,6.0,128.0,6,6.52,8.0,5.0,5000.0,1,12749.0,631.0,11
5,4.2,1.0,1,0,8.0,128.0,3,6.79,108.0,13.0,5030.0,3,3301.0,201.0,11
104,4.2,1.0,1,0,4.0,128.0,6,6.74,50.0,5.0,5000.0,0,106757.0,5165.0,11
104,4.2,1.0,1,0,4.0,128.0,6,6.74,50.0,5.0,5000.0,0,106757.0,5165.0,11
76,4.2,1.0,1,0,6.0,128.0,3,6.58,50.0,8.0,5000.0,0,56310.0,3818.0,11
99,4.2,1.0,0,0,4.0,64.0,6,6.71,50.0,5.0,5000.0,1,129706.0,7590.0,11
97,4.2,1.0,0,0,8.0,256.0,6,6.74,50.0,8.0,5000.0,1,12250.0,685.0,11
99,4.2,1.0,0,0,6.0,128.0,6,6.71,50.0,5.0,5000.0,1,144772.0,8384.0,11
131,4.2,1.0,0,0,6.0,128.0,6,6.71,8.0,5.0,5000.0,1,9862.0,344.0,11
104,4.2,1.0,1,0,8.0,256.0,6,6.74,50.0,5.0,5000.0,0,18735.0,1040.0,11
56,4.3,1.0,1,0,12.0,256.0,0,6.67,50.0,20.0,5000.0,3,4873.0,481.0,11
6,4.2,1.0,1,0,12.0,256.0,3,6.67,108.0,16.0,5000.0,0,13274.0,974.0,11
76,4.2,1.0,1,0,4.0,64.0,3,6.58,50.0,8.0,5000.0,0,102129.0,6826.0,11
97,4.2,1.0,0,0,8.0,256.0,6,6.74,50.0,8.0,5000.0,1,12250.0,685.0,11
120,4.3,1.0,1,0,8.0,256.0,0,6.67,64.0,16.0,5100.0,3,25739.0,2506.0,11
21,4.3,1.0,0,0,3.0,32.0,6,6.53,13.0,5.0,5000.0,1,152134.0,9137.0,11
104,4.2,1.0,1,0,8.0,256.0,6,6.74,50.0,5.0,5000.0,0,18735.0,1040.0,11
121,4.3,2.0,1,0,12.0,256.0,3,6.67,64.0,20.0,4500.0,3,5748.0,740.0,11
76,4.3,1.0,1,0,4.0,128.0,3,6.79,50.0,8.0,5000.0,3,84406.0,5505.0,11
121,4.3,2.0,1,0,12.0,256.0,3,6.67,64.0,20.0,4500.0,3,5748.0,740.0,11
76,4.2,1.0,1,0,4.0,64.0,3,6.58,50.0,8.0,5000.0,0,102129.0,6826.0,11
76,4.2,1.0,1,0,6.0,128.0,3,6.79,50.0,8.0,5000.0,3,136074.0,8576.0,11
76,4.2,1.0,1,0,6.0,128.0,3,6.58,50.0,8.0,5000.0,0,56310.0,3818.0,11
121,4.3,2.0,1,0,8.0,128.0,3,6.67,64.0,20.0,4500.0,3,5904.0,733.0,11
6,4.2,1.0,1,0,12.0,256.0,3,6.67,108.0,16.0,5000.0,0,13274.0,974.0,11
76,4.2,1.0,1,0,6.0,128.0,3,6.79,50.0,8.0,5000.0,3,136074.0,8576.0,11
76,4.2,1.0,1,0,8.0,256.0,3,6.79,50.0,8.0,5000.0,3,25186.0,1871.0,11
129,4.0,1.0,0,0,4.0,64.0,6,6.52,8.0,5.0,5000.0,1,232742.0,12392.0,11
121,4.3,2.0,1,0,6.0,128.0,3,6.67,64.0,20.0,4500.0,3,13713.0,1840.0,11
107,4.3,2.0,1,0,12.0,256.0,3,6.67,64.0,16.0,5000.0,3,5424.0,644.0,11
129,4.0,1.0,0,0,4.0,64.0,6,6.52,8.0,5.0,5000.0,1,232742.0,12392.0,11
76,4.3,1.0,1,0,4.0,128.0,3,6.79,50.0,8.0,5000.0,3,84406.0,5505.0,11
99,4.2,1.0,0,0,4.0,64.0,6,6.71,50.0,5.0,5000.0,1,129706.0,7590.0,11
45,4.2,1.0,1,0,6.0,128.0,3,6.67,48.0,13.0,5000.0,3,40143.0,3062.0,11
97,4.2,1.0,0,0,6.0,128.0,6,6.74,50.0,8.0,5000.0,1,27471.0,1322.0,11
21,4.3,1.0,0,0,3.0,32.0,6,6.53,13.0,5.0,5000.0,1,152134.0,9137.0,11
121,4.3,2.0,1,0,6.0,128.0,3,6.67,64.0,20.0,4500.0,3,13713.0,1840.0,11
118,4.5,1.0,0,0,6.0,64.0,3,6.67,64.0,20.0,4500.0,3,271891.0,28832.0,11
104,4.2,1.0,1,0,4.0,64.0,6,6.74,50.0,5.0,5000.0,0,106757.0,5165.0,11
131,4.1,1.0,0,0,4.0,64.0,6,6.71,8.0,5.0,5000.0,1,50023.0,1843.0,11
131,4.1,1.0,0,0,4.0,64.0,6,6.71,8.0,5.0,5000.0,1,50023.0,1843.0,11
104,4.2,1.0,1,0,4.0,64.0,6,6.74,50.0,5.0,5000.0,0,106757.0,5165.0,11
6,4.2,1.0,1,0,8.0,128.0,3,6.67,108.0,16.0,5000.0,0,26752.0,1988.0,11
104,4.3,1.0,1,0,6.0,128.0,6,6.74,50.0,5.0,5000.0,0,43111.0,2239.0,11
120,4.3,1.0,1,0,12.0,256.0,0,6.67,64.0,16.0,5100.0,3,8892.0,788.0,11
120,4.3,1.0,1,0,12.0,512.0,0,6.67,64.0,16.0,5100.0,3,8892.0,788.0,11
97,4.3,1.0,0,0,4.0,128.0,6,6.74,50.0,8.0,5000.0,1,90262.0,4518.0,11
120,4.3,1.0,1,0,12.0,512.0,0,6.67,64.0,16.0,5000.0,0,14549.0,1637.0,11
120,4.3,1.0,1,0,12.0,512.0,0,6.67,64.0,16.0,5000.0,0,14549.0,1637.0,11
120,4.3,1.0,1,0,12.0,256.0,0,6.67,64.0,16.0,5100.0,3,8892.0,788.0,11
104,4.2,1.0,1,0,8.0,256.0,6,6.74,50.0,5.0,5000.0,0,18735.0,1040.0,11
104,4.2,1.0,1,0,4.0,128.0,6,6.74,50.0,5.0,5000.0,0,106757.0,5165.0,11
120,4.3,1.0,1,0,8.0,256.0,0,6.67,64.0,16.0,5100.0,3,25739.0,2506.0,11
21,4.3,1.0,0,0,4.0,64.0,6,6.53,13.0,5.0,5000.0,1,234856.0,14016.0,11
6,4.2,1.0,1,0,12.0,256.0,3,6.67,108.0,16.0,5000.0,0,13274.0,974.0,11
21,4.3,1.0,0,0,4.0,64.0,6,6.53,13.0,5.0,5000.0,2,234856.0,14016.0,11
104,4.2,1.0,1,0,8.0,256.0,6,6.74,50.0,5.0,5000.0,0,18735.0,1040.0,11
76,4.3,1.0,1,0,4.0,128.0,3,6.79,50.0,8.0,5000.0,3,84406.0,5505.0,11
76,4.2,1.0,1,0,6.0,128.0,3,6.58,50.0,8.0,5000.0,0,56310.0,3818.0,11
76,4.2,1.0,1,0,8.0,256.0,3,6.79,50.0,8.0,5000.0,3,25186.0,1871.0,11
107,4.3,2.0,1,0,12.0,256.0,3,6.67,64.0,16.0,5000.0,3,5424.0,644.0,11
129,4.0,1.0,0,0,4.0,64.0,6,6.52,8.0,5.0,5000.0,1,232742.0,12392.0,11
99,4.2,1.0,0,0,4.0,64.0,6,6.71,50.0,5.0,5000.0,1,129706.0,7590.0,11
21,4.3,1.0,0,0,3.0,32.0,6,6.53,13.0,5.0,5000.0,1,152134.0,9137.0,11
97,4.2,1.0,0,0,6.0,128.0,6,6.74,50.0,8.0,5000.0,1,27471.0,1322.0,11
118,4.5,1.0,0,0,6.0,64.0,3,6.67,64.0,20.0,4500.0,3,271891.0,28832.0,11
99,4.2,1.0,0,0,4.0,64.0,6,6.71,50.0,5.0,5000.0,1,129706.0,7590.0,11
99,4.2,1.0,0,0,6.0,128.0,6,6.71,50.0,5.0,5000.0,1,144772.0,8384.0,11
128,4.2,1.0,0,0,2.0,32.0,6,6.52,8.0,5.0,5000.0,1,73224.0,3414.0,11
45,4.2,1.0,1,0,8.0,256.0,3,6.67,48.0,13.0,5000.0,3,25068.0,1832.0,11
128,4.1,1.0,0,0,3.0,32.0,6,6.52,8.0,5.0,5000.0,1,23757.0,1402.0,11
118,4.5,1.0,0,0,6.0,128.0,3,6.67,64.0,20.0,4500.0,3,271891.0,28832.0,11
128,4.1,1.0,0,0,3.0,32.0,6,6.52,8.0,5.0,5000.0,1,23757.0,1402.0,11
118,4.5,1.0,0,0,6.0,128.0,3,6.67,64.0,20.0,4500.0,3,271891.0,28832.0,11
118,4.5,1.0,0,0,6.0,128.0,3,6.67,64.0,20.0,4500.0,3,271891.0,28832.0,11
45,4.2,1.0,1,0,6.0,128.0,3,6.67,48.0,13.0,5000.0,3,40143.0,3062.0,11
45,4.2,1.0,1,0,6.0,128.0,3,6.67,48.0,13.0,5000.0,3,40143.0,3062.0,11
10,4.3,1.0,1,0,8.0,256.0,3,6.67,108.0,16.0,5000.0,3,39561.0,3617.0,11
76,4.4,1.0,1,0,8.0,256.0,3,6.79,50.0,8.0,5000.0,3,410600.0,29344.0,11
121,4.3,2.0,1,0,8.0,128.0,3,6.67,64.0,20.0,4500.0,3,126674.0,8923.0,11
10,4.3,1.0,1,0,6.0,128.0,3,6.67,108.0,16.0,5000.0,3,44961.0,4159.0,11
76,4.3,1.0,1,0,4.0,64.0,3,6.79,50.0,8.0,5000.0,3,15245.0,1961.0,11
10,4.3,1.0,1,0,8.0,256.0,3,6.67,108.0,16.0,5000.0,3,84406.0,5505.0,11
120,4.3,1.0,1,0,8.0,256.0,3,6.67,64.0,16.0,5065.0,0,15245.0,1961.0,11
107,4.3,2.0,1,0,8.0,256.0,3,6.67,64.0,16.0,5000.0,3,15245.0,1961.0,11
17,2.5,1.0,0,0,8.0,256.0,3,6.18,12.0,20.0,4000.0,3,4.0,0.0,11
17,4.3,1.0,0,0,6.0,128.0,3,6.18,12.0,20.0,4000.0,3,309745.0,18345.0,11
17,4.3,1.0,0,0,6.0,128.0,3,6.18,12.0,20.0,4000.0,3,138119.0,12366.0,11
76,4.2,1.0,1,0,4.0,64.0,3,6.79,50.0,8.0,5000.0,3,93132.0,8735.0,11
120,4.5,1.0,1,0,8.0,128.0,3,6.67,64.0,16.0,5065.0,0,244500.0,29866.0,11
120,4.3,1.0,1,0,8.0,128.0,3,6.67,64.0,16.0,5065.0,0,15245.0,1961.0,11
120,4.3,1.0,1,0,8.0,128.0,3,6.67,64.0,16.0,5065.0,0,31425.0,3173.0,11
10,4.3,1.0,1,0,6.0,128.0,3,6.67,108.0,16.0,5000.0,3,15245.0,1961.0,11
120,4.4,1.0,1,0,8.0,256.0,3,6.67,64.0,16.0,5065.0,0,25418.0,3068.0,11
76,4.5,1.0,1,0,8.0,128.0,3,6.72,50.0,8.0,5000.0,0,37921.0,1285.0,19
76,4.4,1.0,1,0,6.0,128.0,3,6.72,50.0,8.0,5000.0,0,89216.0,4154.0,19
76,4.5,1.0,1,0,8.0,128.0,3,6.72,50.0,8.0,5000.0,0,37921.0,1285.0,19
76,4.4,1.0,1,0,6.0,128.0,3,6.72,50.0,8.0,5000.0,0,89216.0,4154.0,19
76,4.4,1.0,1,0,6.0,128.0,3,6.72,50.0,8.0,5000.0,0,89216.0,4154.0,19
36,4.4,1.0,0,0,6.0,128.0,6,6.745,32.0,5.0,5000.0,4,6537.0,178.0,19
76,4.5,1.0,1,0,8.0,128.0,3,6.72,50.0,8.0,5000.0,0,37921.0,1285.0,19
36,4.4,1.0,0,0,6.0,128.0,6,6.745,32.0,5.0,5000.0,4,6537.0,178.0,19
36,4.3,1.0,0,0,4.0,64.0,6,6.745,32.0,5.0,5000.0,4,3269.0,115.0,19
95,4.5,1.0,1,0,8.0,128.0,3,6.7,50.0,16.0,5000.0,3,26030.0,1717.0,19
95,4.5,1.0,1,0,8.0,128.0,3,6.7,50.0,16.0,5000.0,3,26030.0,1717.0,19
95,4.5,1.0,1,0,8.0,256.0,3,6.7,50.0,16.0,5000.0,3,26030.0,1717.0,19
73,4.4,1.0,1,0,6.0,128.0,3,6.67,50.0,16.0,5000.0,0,66901.0,3854.0,19
73,4.4,1.0,1,0,8.0,128.0,3,6.67,50.0,16.0,5000.0,0,34954.0,1899.0,19
73,4.4,1.0,1,0,8.0,128.0,3,6.67,50.0,16.0,5000.0,0,34954.0,1899.0,19
37,4.4,1.0,1,0,8.0,128.0,6,6.67,32.0,8.0,5000.0,0,1547.0,60.0,19
95,4.5,1.0,1,0,8.0,256.0,3,6.7,50.0,16.0,5000.0,3,26030.0,1717.0,19
73,4.4,1.0,1,0,8.0,256.0,3,6.67,50.0,16.0,5000.0,0,34954.0,1899.0,19
73,4.4,1.0,1,0,6.0,128.0,3,6.67,50.0,16.0,5000.0,0,66901.0,3854.0,19
73,4.4,1.0,1,0,8.0,256.0,3,6.67,50.0,16.0,5000.0,0,34954.0,1899.0,19
73,4.4,1.0,1,0,8.0,256.0,3,6.67,50.0,16.0,5000.0,0,34954.0,1899.0,19
95,4.4,1.0,1,0,12.0,256.0,3,6.7,50.0,16.0,5000.0,3,3994.0,226.0,19
95,4.4,1.0,1,0,12.0,256.0,3,6.7,50.0,16.0,5000.0,3,3994.0,226.0,19
95,4.4,1.0,1,0,12.0,256.0,3,6.7,50.0,16.0,5000.0,3,3994.0,226.0,19
36,4.3,1.0,0,0,4.0,64.0,6,6.745,32.0,5.0,5000.0,4,3269.0,115.0,19
37,4.4,1.0,1,0,4.0,128.0,6,6.67,32.0,8.0,5000.0,0,2879.0,146.0,19
91,4.4,1.0,1,0,8.0,256.0,3,6.7,50.0,16.0,5000.0,3,30582.0,2682.0,19
37,4.4,1.0,1,0,8.0,128.0,6,6.67,32.0,8.0,5000.0,0,1547.0,60.0,19
105,4.3,1.0,0,0,4.0,64.0,6,6.745,50.0,8.0,5000.0,4,7305.0,345.0,19
96,4.5,1.0,1,0,8.0,128.0,3,6.7,50.0,32.0,5200.0,3,5415.0,362.0,19
92,4.5,1.0,1,0,12.0,256.0,3,6.7,50.0,32.0,5200.0,3,4388.0,399.0,19
37,4.4,1.0,1,0,4.0,128.0,6,6.67,32.0,8.0,5000.0,0,2879.0,146.0,19
37,4.5,1.0,1,0,6.0,128.0,6,6.67,32.0,8.0,5000.0,0,8956.0,250.0,19
73,4.4,1.0,1,0,6.0,128.0,3,6.67,50.0,16.0,5000.0,0,66901.0,3854.0,19
92,4.5,1.0,1,0,12.0,256.0,3,6.7,50.0,32.0,5200.0,3,4388.0,399.0,19
92,4.5,1.0,1,0,12.0,256.0,3,6.7,50.0,32.0,5200.0,3,4388.0,399.0,19
91,4.4,1.0,1,0,12.0,256.0,3,6.7,50.0,16.0,5000.0,3,11167.0,717.0,19
91,4.4,1.0,1,0,8.0,128.0,3,6.7,50.0,16.0,5000.0,3,30582.0,2682.0,19
96,4.5,1.0,1,0,8.0,128.0,3,6.7,50.0,32.0,5200.0,3,5415.0,362.0,19
73,4.4,1.0,1,0,8.0,128.0,3,6.67,50.0,16.0,5000.0,0,34954.0,1899.0,19
91,4.4,1.0,1,0,8.0,128.0,3,6.7,50.0,16.0,5000.0,3,30582.0,2682.0,19
91,4.4,1.0,1,0,12.0,256.0,3,6.7,50.0,16.0,5000.0,3,11167.0,717.0,19
91,4.4,1.0,1,0,8.0,256.0,3,6.7,50.0,16.0,5000.0,3,30582.0,2682.0,19
92,4.4,1.0,1,0,8.0,256.0,3,6.7,50.0,32.0,5200.0,3,6865.0,713.0,19
96,4.4,1.0,1,0,12.0,512.0,3,6.7,50.0,32.0,5200.0,3,3139.0,228.0,19
92,4.5,1.0,1,0,12.0,512.0,3,6.7,50.0,32.0,5200.0,3,4388.0,399.0,19
92,4.5,1.0,1,0,12.0,256.0,3,6.7,50.0,32.0,5200.0,3,4388.0,399.0,19
94,4.4,1.0,1,0,8.0,128.0,3,6.7,64.0,32.0,5000.0,3,23468.0,2785.0,19
105,4.3,1.0,0,0,4.0,128.0,6,6.745,50.0,8.0,5000.0,4,7305.0,345.0,19
105,4.3,1.0,0,0,4.0,128.0,6,6.745,50.0,8.0,5000.0,4,7305.0,345.0,19
96,4.4,1.0,1,0,12.0,512.0,3,6.7,50.0,32.0,5200.0,3,3139.0,228.0,19
92,4.4,1.0,1,0,8.0,256.0,3,6.7,50.0,32.0,5200.0,3,6865.0,713.0,19
92,4.5,1.0,1,0,12.0,512.0,3,6.7,50.0,32.0,5200.0,3,4388.0,399.0,19
94,4.4,1.0,1,0,8.0,256.0,3,6.7,64.0,32.0,5000.0,3,23468.0,2785.0,19
94,4.4,1.0,1,0,8.0,256.0,3,6.7,64.0,32.0,5000.0,3,23468.0,2785.0,19
94,4.4,1.0,1,0,12.0,256.0,3,6.7,64.0,32.0,5000.0,3,11875.0,1145.0,19
94,4.4,1.0,1,0,12.0,256.0,3,6.7,64.0,32.0,5000.0,3,11875.0,1145.0,19
92,4.4,1.0,1,0,8.0,256.0,3,6.7,50.0,32.0,5200.0,3,6865.0,713.0,19
96,4.4,1.0,1,0,12.0,256.0,3,6.7,50.0,32.0,5200.0,3,3139.0,228.0,19
96,4.4,1.0,1,0,12.0,256.0,3,6.7,50.0,32.0,5200.0,3,3139.0,228.0,19
105,4.2,1.0,1,0,4.0,128.0,6,6.67,50.0,8.0,5000.0,0,3907.0,183.0,19
100,4.2,1.0,1,0,8.0,128.0,0,6.72,50.0,50.0,5000.0,0,1369.0,72.0,19
92,4.5,1.0,0,0,16.0,512.0,3,6.78,50.0,32.0,5500.0,3,2560.0,278.0,19
105,4.2,1.0,1,0,4.0,128.0,6,6.67,50.0,8.0,5000.0,0,3907.0,183.0,19
105,4.2,1.0,1,0,4.0,128.0,6,6.67,50.0,8.0,5000.0,0,3907.0,183.0,19
100,4.2,1.0,1,0,8.0,128.0,0,6.72,50.0,50.0,5000.0,0,1369.0,72.0,19
100,4.2,1.0,1,0,8.0,128.0,0,6.72,50.0,50.0,5000.0,0,1369.0,72.0,19
92,4.5,1.0,0,0,16.0,512.0,3,6.78,50.0,32.0,5500.0,3,2560.0,278.0,19
92,4.5,1.0,0,0,8.0,256.0,3,6.78,50.0,32.0,5500.0,3,1525.0,183.0,19
92,4.5,1.0,0,0,12.0,256.0,3,6.78,50.0,32.0,5500.0,3,722.0,72.0,19
105,4.4,1.0,1,0,6.0,128.0,6,6.67,50.0,8.0,5000.0,0,10507.0,437.0,19
94,4.4,1.0,1,0,8.0,256.0,3,6.7,64.0,32.0,5000.0,3,23468.0,2785.0,19
105,4.2,1.0,1,0,8.0,128.0,6,6.67,50.0,8.0,5000.0,0,476.0,23.0,19
105,4.2,1.0,1,0,8.0,128.0,6,6.67,50.0,8.0,5000.0,0,476.0,23.0,19
92,4.5,1.0,0,0,16.0,512.0,3,6.78,50.0,32.0,5500.0,3,2560.0,278.0,19
92,4.5,1.0,0,0,12.0,256.0,3,6.78,50.0,32.0,5500.0,3,722.0,72.0,19
92,4.5,1.0,0,0,8.0,256.0,3,6.78,50.0,32.0,5500.0,3,1525.0,183.0,19
105,4.2,1.0,1,0,8.0,128.0,6,6.67,50.0,8.0,5000.0,0,476.0,23.0,19
73,4.4,1.0,1,0,8.0,256.0,3,6.67,50.0,16.0,5000.0,0,902.0,75.0,19
101,4.4,1.0,1,0,8.0,128.0,0,6.67,50.0,16.0,5000.0,2,5111.0,334.0,19
105,4.3,1.0,1,0,6.0,128.0,0,6.72,50.0,8.0,5000.0,0,3523.0,139.0,19
105,4.4,1.0,1,0,6.0,128.0,6,6.67,50.0,8.0,5000.0,0,10507.0,437.0,19
105,4.4,1.0,1,0,6.0,128.0,6,6.67,50.0,8.0,5000.0,0,10507.0,437.0,19
105,4.2,1.0,1,0,4.0,128.0,6,6.67,50.0,8.0,5000.0,0,3907.0,183.0,19
105,4.2,1.0,1,0,4.0,64.0,6,6.67,50.0,8.0,5000.0,0,3907.0,183.0,19
73,4.4,1.0,1,0,8.0,256.0,3,6.67,50.0,16.0,5000.0,0,902.0,75.0,19
100,4.4,1.0,1,0,8.0,128.0,0,6.67,50.0,50.0,5000.0,2,5111.0,334.0,19
105,4.1,1.0,1,0,4.0,128.0,0,6.72,50.0,8.0,5000.0,0,982.0,46.0,19
73,4.1,1.0,1,0,12.0,256.0,3,6.67,50.0,16.0,5000.0,0,94.0,6.0,19
73,4.4,1.0,1,0,12.0,256.0,3,6.67,50.0,16.0,5000.0,0,241.0,23.0,19
73,4.4,1.0,1,0,12.0,256.0,3,6.67,50.0,16.0,5000.0,0,241.0,23.0,19
73,4.3,1.0,1,0,8.0,128.0,3,6.67,50.0,16.0,5000.0,0,1194.0,150.0,19
105,4.1,1.0,1,0,4.0,128.0,0,6.72,50.0,8.0,5000.0,0,982.0,46.0,19
105,4.3,1.0,1,0,6.0,128.0,0,6.72,50.0,8.0,5000.0,0,3523.0,139.0,19
88,4.3,1.0,1,0,12.0,512.0,3,6.7,50.0,32.0,5200.0,3,449.0,31.0,19
101,4.3,1.0,1,0,8.0,128.0,2,6.67,50.0,16.0,5000.0,2,1672.0,87.0,19
73,4.4,1.0,1,0,8.0,128.0,3,6.67,50.0,16.0,5000.0,0,902.0,75.0,19
73,4.4,1.0,1,0,8.0,128.0,3,6.67,50.0,16.0,5000.0,0,902.0,75.0,19
73,4.4,1.0,1,0,8.0,256.0,3,6.67,50.0,16.0,5000.0,0,902.0,75.0,19
73,4.4,1.0,1,0,8.0,128.0,3,6.67,50.0,16.0,5000.0,0,902.0,75.0,19
76,4.1,1.0,1,0,4.0,128.0,3,6.72,50.0,8.0,5000.0,0,13347.0,851.0,19
73,4.2,1.0,1,0,8.0,128.0,3,6.72,50.0,16.0,5000.0,0,586.0,31.0,19
73,4.2,1.0,1,0,8.0,128.0,3,6.72,50.0,16.0,5000.0,0,586.0,31.0,19
73,4.2,1.0,1,0,8.0,128.0,3,6.72,50.0,16.0,5000.0,0,586.0,31.0,19
100,4.4,1.0,1,0,8.0,256.0,0,6.67,50.0,50.0,5000.0,2,5111.0,334.0,19
73,4.1,1.0,1,0,12.0,256.0,3,6.67,50.0,16.0,5000.0,0,94.0,6.0,19
88,4.4,1.0,1,0,8.0,128.0,3,6.7,50.0,32.0,5200.0,3,4589.0,319.0,19
7,4.4,1.0,0,0,6.0,128.0,5,6.74,108.0,8.0,5000.0,4,133352.0,5947.0,19
73,4.3,1.0,1,0,8.0,128.0,3,6.67,50.0,16.0,5000.0,0,1194.0,150.0,19
88,4.4,1.0,1,0,8.0,256.0,3,6.7,50.0,32.0,5200.0,3,4589.0,319.0,19
120,4.2,1.0,1,0,8.0,128.0,3,6.43,64.0,16.0,4500.0,3,1455.0,174.0,19
6,4.3,1.0,1,0,8.0,128.0,3,6.72,108.0,16.0,5000.0,0,72660.0,5467.0,19
120,4.2,1.0,1,0,8.0,128.0,3,6.43,64.0,16.0,4500.0,3,1455.0,174.0,19
88,4.4,1.0,1,0,8.0,128.0,3,6.7,50.0,32.0,5200.0,3,4589.0,319.0,19
88,4.4,1.0,1,0,8.0,128.0,3,6.7,50.0,32.0,5200.0,3,4589.0,319.0,19
88,4.4,1.0,1,0,8.0,256.0,3,6.7,50.0,32.0,5200.0,3,4589.0,319.0,19
88,4.4,1.0,1,0,8.0,256.0,3,6.7,50.0,32.0,5200.0,3,4589.0,319.0,19
88,4.3,1.0,1,0,12.0,512.0,3,6.7,50.0,32.0,5200.0,3,449.0,31.0,19
73,4.2,1.0,1,0,8.0,256.0,3,6.72,50.0,16.0,5000.0,0,586.0,31.0,19
73,4.2,1.0,1,0,8.0,256.0,3,6.72,50.0,16.0,5000.0,0,586.0,31.0,19
88,4.3,1.0,1,0,12.0,512.0,3,6.7,50.0,32.0,5200.0,3,449.0,31.0,19
131,4.2,1.0,0,0,4.0,64.0,6,6.5,8.0,5.0,5000.0,4,7986.0,421.0,19
76,4.4,1.0,1,0,4.0,128.0,3,6.72,50.0,8.0,5000.0,0,7685.0,526.0,19
58,4.3,1.0,0,0,4.0,64.0,5,6.74,50.0,5.0,5000.0,4,91256.0,3757.0,19
7,4.4,1.0,0,0,6.0,128.0,5,6.74,108.0,8.0,5000.0,4,133352.0,5947.0,19
10,4.4,1.0,1,0,6.0,128.0,3,6.7,108.0,16.0,5000.0,0,35242.0,2931.0,19
87,4.3,1.0,1,0,8.0,256.0,3,6.67,50.0,16.0,5000.0,0,18701.0,1689.0,19
76,4.3,1.0,1,0,6.0,128.0,3,6.72,50.0,8.0,5000.0,0,1341.0,105.0,19
76,4.4,1.0,1,0,4.0,128.0,3,6.72,50.0,8.0,5000.0,0,7685.0,526.0,19
7,4.4,1.0,1,0,6.0,128.0,3,6.72,108.0,8.0,5000.0,0,7754.0,507.0,19
7,4.3,1.0,1,0,8.0,128.0,3,6.72,108.0,8.0,5000.0,0,2331.0,122.0,19
115,4.3,1.0,0,0,6.0,64.0,3,6.72,64.0,8.0,5000.0,1,19734.0,1214.0,19
115,4.4,1.0,0,0,4.0,64.0,3,6.72,64.0,8.0,5000.0,1,112356.0,6269.0,19
58,4.3,1.0,0,0,4.0,128.0,5,6.74,50.0,5.0,5000.0,4,91256.0,3757.0,19
71,4.4,1.0,0,0,4.0,128.0,6,6.5,50.0,8.0,5000.0,4,139811.0,5845.0,19
100,4.3,1.0,1,0,4.0,128.0,0,6.72,50.0,50.0,5000.0,2,6275.0,317.0,19
10,4.4,1.0,1,0,6.0,128.0,3,6.7,108.0,16.0,5000.0,0,35242.0,2931.0,19
87,4.3,1.0,1,0,8.0,256.0,3,6.67,50.0,16.0,5000.0,0,18701.0,1689.0,19
87,4.3,1.0,1,0,8.0,128.0,3,6.67,50.0,16.0,5000.0,0,18701.0,1689.0,19
87,4.3,1.0,1,0,8.0,128.0,3,6.67,50.0,16.0,5000.0,0,18701.0,1689.0,19
100,4.1,1.0,0,0,4.0,64.0,0,6.74,50.0,50.0,5000.0,2,2592.0,73.0,19
131,4.2,1.0,0,0,4.0,64.0,6,6.5,8.0,5.0,5000.0,4,7986.0,421.0,19
