Product_name,Price,Storage,Display_size,Camera Details,Battery,Rating,Processor,Warranty,Overall_Review
"Infinix GT10 Pro (Cyber Black, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP + 2MP | 32MP Front Camera,5000 mAh Lithium-ion Polymer Battery,4.2,Dimesity 8050 Processor,Not Available,"20,986 Ratings & 2,858 Reviews"
"Infinix Note 40 Pro+ 5G (Obsidian Black, 256 GB)","₹21,999",12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,4600 mAh Battery,4.2,Mediatek Dimensity 7020 Processor,1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"3,048 Ratings & 257 Reviews"
"Motorola G85 5G (Cobalt Blue, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,4.5,6s Gen 3 Processor,Not Available,"1,04,222 Ratings & 5,215 Reviews"
"realme 12x 5G (Twilight Purple, 128 GB)","₹13,499",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,4.5,Dimensity 6100+ Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"37,921 Ratings & 1,285 Reviews"
"realme 12x 5G (Twilight Purple, 128 GB)","₹12,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,4.4,Dimensity 6100+ Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"89,216 Ratings & 4,154 Reviews"
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,170",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP | 0MP Front Camera,1000 mAh Battery,4,SC6531E Processor,Not Available,"1,27,697 Ratings & 7,698 Reviews"
"KARBONN K201i Dual SIM,Keypad Mobile,2"" Display,1000mAh Battery ExpandableUp to32GB","₹1,045",45 MB RAM | 32 MB ROM | Expandable Upto 32 GB,5.08 cm (2 inch) FWVGA Display,0MP | 0MP Front Camera,1000 mAh Battery,4.7,AMD Processor,Not Available,3 Ratings & 1 Reviews
KARBONN K1Sleek Dual Sim keypad Mobile 2.4inch LCD 1200mAh Battery Expandable up to 32GB,"₹1,245",40 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) FWVGA Display,0.5MP Rear Camera | 0MP Front Camera,1200 mAh Battery,4.5,AMD Processor,Not Available,"85,278 Ratings & 5,721 Reviews"
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)","₹24,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,4.4,7s Gen 2 Processor,Not Available,"89,216 Ratings & 4,154 Reviews"
"realme 12x 5G (Woodland Green, 128 GB)","₹12,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,4.1,Dimensity 6100+ Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"50,023 Ratings & 1,843 Reviews"
"KARBONN Sparkle2 Dual SIM Keypad Mobile 2""LCD,Camera,1000mAh Battery Expandable,32GB","₹1,090",40 MB RAM | 32 MB ROM | Expandable Upto 32 GB,5.08 cm (2 inch) FWVGA Display,0.5MP + 0MP | 0.5MP Front Camera,1000 mAh Battery,4.4,MAD Processor,Not Available,"64,905 Ratings & 3,090 Reviews"
"POCO C61 (Ethereal Blue, 64 GB)","₹5,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,4.4,Helio G36 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"64,905 Ratings & 3,090 Reviews"
"Motorola g45 5G (Viva Magenta, 128 GB)","₹12,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,4.2,Snapdragon 6s Gen 3 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"54,737 Ratings & 3,451 Reviews"
"Motorola g45 5G (Brilliant Green, 128 GB)","₹12,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,4.4,Snapdragon 6s Gen 3 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"50,196 Ratings & 3,526 Reviews"
"Motorola g64 5G (Pearl Blue, 256 GB)","₹15,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,4.3,Dimensity 7025 Processor,Not Available,"10,761 Ratings & 872 Reviews"
"CMF by Nothing Phone 1 (Blue, 128 GB)","₹14,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,4.3,Dimensity 7300 5G Processor,1 Year Manufacturing Warranty,"14,921 Ratings & 939 Reviews"
"Infinix GT 20 Pro (Mecha Silver, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,4.4,Dimensity 8200 Ultimate Processor,1 Year Warranty,"50,196 Ratings & 3,526 Reviews"
"Infinix Note 40X 5G (Palm Blue, 256 GB)","₹13,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.22 cm (6.78 inch) Full HD+ Display,108MP + 2MP + AI Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,4.4,Dimensity 6300 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"6,537 Ratings & 178 Reviews"
"CMF by Nothing Phone 1 (Orange, 128 GB)","₹14,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,4.2,Dimensity 7300 5G Processor,1 Year Manufacturing Warranty,"30,383 Ratings & 1,977 Reviews"
"realme C61 (Marble Black, 128 GB)","₹8,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.13 cm (6.745 inch) HD+ Display,32MP Rear Camera | 5MP Front Camera,5000 mAh Battery,4.2,T612 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"5,452 Ratings & 567 Reviews"
"Infinix Note 40 Pro 5G (Gold, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,4.3,Mediatek Dimensity 7020 Processor,1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"15,275 Ratings & 990 Reviews"
"Infinix Note 40 5G (Obsidian Black, 256 GB)","₹15,999",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,4.4,Dimensity 7020 Processor,Not Available,"15,046 Ratings & 991 Reviews"
"Motorola g45 5G (Viva Magenta, 128 GB)","₹10,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,4.4,Snapdragon 6s Gen 3 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"43,463 Ratings & 2,818 Reviews"
"CMF by Nothing Phone 1 (Light Green, 128 GB)","₹16,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,4.4,Dimensity 7300 5G Processor,1 Year Manufacturing Warranty,"50,196 Ratings & 3,526 Reviews"
"Motorola Edge 50 Pro 5G with 125W Charger (Moonlight Pearl, 256 GB)","₹31,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 13MP + 10MP | 50MP Front Camera,4500 mAh Battery,4.2,7 Gen 3 Mobile Platform Processor,Not Available,"30,383 Ratings & 1,977 Reviews"
"CMF by Nothing Phone 1 (Light Green, 128 GB)","₹14,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,4.3,Dimensity 7300 5G Processor,1 Year Manufacturing Warranty,"1,976 Ratings & 148 Reviews"
"Infinix Note 40 Pro 5G (Obsidian Black, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,4.4,Mediatek Dimensity 7020 Processor,1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"50,196 Ratings & 3,526 Reviews"
"Infinix Hot 50 5G (Vibrant Blue, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,4.4,Dimensity 6300 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"15,046 Ratings & 991 Reviews"
"CMF by Nothing Phone 1 (Black, 128 GB)","₹14,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,4.2,Dimensity 7300 5G Processor,1 Year Manufacturing Warranty,"30,383 Ratings & 1,977 Reviews"
"CMF by Nothing Phone 1 (Black, 128 GB)","₹16,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,4.2,Dimensity 7300 5G Processor,1 Year Manufacturing Warranty,"20,986 Ratings & 2,858 Reviews"
"Infinix Note 40 Pro 5G (Vintage Green, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,4.4,Mediatek Dimensity 7020 Processor,1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"15,046 Ratings & 991 Reviews"
"Infinix GT10 Pro (Cyber Black, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP + 2MP | 32MP Front Camera,5000 mAh Lithium-ion Polymer Battery,4.6,Dimesity 8050 Processor,Not Available,"61,019 Ratings & 4,099 Reviews"
"CMF by Nothing Phone 1 (Blue, 128 GB)","₹16,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,4.3,Dimensity 7300 5G Processor,1 Year Manufacturing Warranty,"58,224 Ratings & 3,476 Reviews"
"SAMSUNG Galaxy S23 5G (Cream, 256 GB)","₹47,999",8 GB RAM | 256 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,3900 mAh Lithium Ion Battery,4.4,Qualcomm Snapdragon 8 Gen 2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"32,272 Ratings & 2,880 Reviews"
"SAMSUNG Galaxy S23 FE (Mint, 256 GB)","₹37,999",8 GB RAM | 256 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4500 mAh Battery,4.2,Samsung Exynos 2200 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,706 Ratings & 102 Reviews
"Motorola Edge 50 Pro 5G with 68W Charger (Black Beauty, 256 GB)","₹27,999",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 13MP + 10MP | 50MP Front Camera,4500 mAh Battery,4.2,7 Gen 3 Mobile Platform Processor,Not Available,"3,048 Ratings & 257 Reviews"
"Infinix Zero 40 5G (Violet Garden, 512 GB)","₹30,999",12 GB RAM | 512 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP + 50MP + 2MP | 50MP Front Camera,5000 mAh Lithium-ion Polymer Battery,4.4,Dimensity 8200 Ultimate Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"72,827 Ratings & 6,155 Reviews"
"Infinix Note 40 Pro+ 5G (Vintage Green, 256 GB)","₹21,999",12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,4600 mAh Battery,4.6,Mediatek Dimensity 7020 Processor,1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"61,019 Ratings & 4,099 Reviews"
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,4.3,Dimensity 7200 Pro Processor,1 Year Manufacturing Warranty,"10,761 Ratings & 872 Reviews"
"SAMSUNG Galaxy S23 5G (Phantom Black, 128 GB)","₹42,999",8 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,3900 mAh Lithium Ion Battery,4.3,Qualcomm Snapdragon 8 Gen 2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"14,921 Ratings & 939 Reviews"
"Infinix GT 20 Pro (Mecha Silver, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,4.5,Dimensity 8200 Ultimate Processor,1 Year Warranty,"81,132 Ratings & 5,108 Reviews"
"Infinix Note 40X 5G (Palm Blue, 256 GB)","₹13,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.22 cm (6.78 inch) Full HD+ Display,108MP + 2MP + AI Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,4.1,Dimensity 6300 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"11,647 Ratings & 588 Reviews"
"Motorola Edge 50 Fusion (Hot Pink, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,4.4,7s Gen 2 Processor,Not Available,"43,463 Ratings & 2,818 Reviews"
"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹1,826",4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,0MP Front Camera,1450 mAh Battery,4.4,6261D Processor,Not Available,"11,595 Ratings & 947 Reviews"
"Motorola Edge 50 Pro 5G with 125W Charger (Black Beauty, 256 GB)","₹31,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 13MP + 10MP | 50MP Front Camera,4500 mAh Battery,4.2,7 Gen 3 Mobile Platform Processor,Not Available,"30,383 Ratings & 1,977 Reviews"
"Nothing Phone (2a) 5G (Special Edition, 256 GB)","₹27,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,4.2,Dimensity 7200 Pro Processor,1 Year Manufacturing Warranty,"5,452 Ratings & 567 Reviews"
"Infinix Note 40 Pro 5G (Gold, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,4.3,Mediatek Dimensity 7020 Processor,1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"43,207 Ratings & 2,242 Reviews"
"Infinix Note 40 5G (Obsidian Black, 256 GB)","₹15,999",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,4.4,Dimensity 7020 Processor,Not Available,"72,827 Ratings & 6,155 Reviews"
"POCO M6 5G (Orion Blue, 128 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,4.2,Mediatek Dimensity 6100+ Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"30,383 Ratings & 1,977 Reviews"
"Nothing Phone (2a) 5G (White, 256 GB)","₹25,999",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,4.3,Dimensity 7200 Pro Processor,1 Year Manufacturing Warranty,"1,976 Ratings & 148 Reviews"
"Infinix Note 40 Pro 5G (Obsidian Black, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,4.4,Mediatek Dimensity 7020 Processor,1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"72,827 Ratings & 6,155 Reviews"
"Infinix Hot 50 5G (Vibrant Blue, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,4.4,Dimensity 6300 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"72,827 Ratings & 6,155 Reviews"
"Nothing Phone (2a) 5G (Blue, 256 GB)","₹25,999",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,4.4,Dimensity 7200 Pro Processor,1 Year Manufacturing Warranty,"72,827 Ratings & 6,155 Reviews"
"Nothing Phone (2a) 5G (Blue, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,4.3,Dimensity 7200 Pro Processor,1 Year Manufacturing Warranty,"73,772 Ratings & 3,213 Reviews"
"Nothing Phone (2a) 5G (White, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,4.2,Dimensity 7200 Pro Processor,1 Year Manufacturing Warranty,"30,383 Ratings & 1,977 Reviews"
"REDMI 13C (Starfrost White, 128 GB)","₹7,199",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,4.2,Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"20,986 Ratings & 2,858 Reviews"
"Infinix Note 40 Pro 5G (Vintage Green, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,4.3,Mediatek Dimensity 7020 Processor,1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"14,921 Ratings & 939 Reviews"
"Infinix GT10 Pro (Cyber Black, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP + 2MP | 32MP Front Camera,5000 mAh Lithium-ion Polymer Battery,4.6,Dimesity 8050 Processor,Not Available,"61,019 Ratings & 4,099 Reviews"
"Infinix Note 40X 5G (Lime Green, 256 GB)","₹13,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.22 cm (6.78 inch) Full HD+ Display,108MP + 2MP + AI Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,4.2,Dimensity 6300 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,706 Ratings & 102 Reviews
"SAMSUNG Galaxy S23 5G (Lavender, 128 GB)","₹42,999",8 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,3900 mAh Lithium Ion Battery,4.2,Qualcomm Snapdragon 8 Gen 2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"3,048 Ratings & 257 Reviews"
"Infinix Zero 40 5G (Violet Garden, 512 GB)","₹30,999",12 GB RAM | 512 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP + 50MP + 2MP | 50MP Front Camera,5000 mAh Lithium-ion Polymer Battery,4.5,Dimensity 8200 Ultimate Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"26,030 Ratings & 1,717 Reviews"
"Infinix Note 40 Pro+ 5G (Vintage Green, 256 GB)","₹21,999",12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,4600 mAh Battery,4.3,Mediatek Dimensity 7020 Processor,1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"3,269 Ratings & 115 Reviews"
"realme P1 Pro 5G (Parrot Blue, 128 GB)","₹19,999",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,4.4,6 Gen 1 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"38,644 Ratings & 1,968 Reviews"
"realme C61 (Safari Green, 64 GB)","₹7,699",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.13 cm (6.745 inch) HD+ Display,32MP Rear Camera | 5MP Front Camera,5000 mAh Battery,4.5,T612 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"3,384 Ratings & 242 Reviews"
"Motorola G85 5G (Urban Grey, 256 GB)","₹19,999",12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,4.3,6s Gen 3 Processor,Not Available,"10,761 Ratings & 872 Reviews"
"SAMSUNG Galaxy S24+ 5G (Onyx Black, 256 GB)","₹67,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4900 mAh Battery,4.3,Exynos 2400 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"14,921 Ratings & 939 Reviews"
"Infinix GT 20 Pro (Mecha Silver, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,4.2,Dimensity 8200 Ultimate Processor,1 Year Warranty,"17,405 Ratings & 1,038 Reviews"
"Infinix Note 40X 5G (Palm Blue, 256 GB)","₹13,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.22 cm (6.78 inch) Full HD+ Display,108MP + 2MP + AI Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,4.4,Dimensity 6300 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"3,643 Ratings & 261 Reviews"
"POCO M6 Plus 5G (Ice Silver, 128 GB)","₹11,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Battery,4.2,Snapdragon 4 Gen2 AE Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"30,383 Ratings & 1,977 Reviews"
"Nothing Phone (2a) Plus (Grey, 256 GB)","₹28,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 50MP | 50MP Front Camera,5000 mAh Battery,4.2,Dimensity 7350 Pro 5G Processor,1 Year Manufacturing Warranty,"5,452 Ratings & 567 Reviews"
